time,case_id,employee,selected,material_known,social_d,social_e,pending_d,pending_e,recent_d,recent_e,success_d,success_e,failure_d,failure_e,p_d,p_e,cost_d,cost_e,utilities,block,arm,seed
16,19:11,19,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.38279006703682755,0.6620570177910964,0.2098926679473449,0.39564187952711827,wait:0.639286,main,unchanged,0
16,20:0,20,no_addition,False,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.22789779198493376,wait:0.000000,main,unchanged,0
17,2:7,2,no_addition,False,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.27197079496082843,0.4683103840868439,0.2631195786566093,0.18160336644814595,wait:0.000000;d:-0.038258,main,unchanged,0
17,4:6,4,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.4734939162452191,0.8234168944540841,0.0931582133250654,0.2993149749936248,wait:0.000000,main,unchanged,0
17,5:0,5,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311328982886555,0.5879814590514636,0.2639240822345544,0.40927658994266675,wait:0.000000,main,unchanged,0
17,6:11,6,no_addition,True,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.46472024073120677,0.5975754694948071,0.2302959631869195,0.28007467650346124,wait:0.577022,main,unchanged,0
17,7:0,7,no_addition,True,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.4368540343874118,0.506566687559233,0.2549894534616678,0.14589476006045327,wait:0.000000,main,unchanged,0
17,10:10,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747509926299423,0.32494758391717055,0.22542131329577003,0.3757287643844844,wait:0.000000;e:-0.103170,main,unchanged,0
17,12:13,12,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4943845548087124,0.5969068951668594,0.2683710134305787,0.21841271796935496,wait:0.460961,main,unchanged,0
17,15:0,15,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009231943614537,0.47006056998838386,0.24868062735076762,0.22097621163406084,wait:0.000000,main,unchanged,0
17,17:0,17,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4937842401883934,0.6740366936275521,0.18986681625049356,0.1773972015425624,wait:0.000000,main,unchanged,0
17,19:11,19,no_addition,True,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.42532229670758614,0.6620570177910964,0.2098926679473449,0.39564187952711827,wait:0.639286,main,unchanged,0
17,20:0,20,no_addition,False,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5264950221095083,0.6126383028244748,0.15126403642668912,0.22789779198493376,wait:0.000000,main,unchanged,0
0,0:0,0,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.5220555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000;d:0.424430,main,unchanged,1
0,2:0,2,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000;d:0.253726;e:0.355936;d+e:0.317018,main,unchanged,1
0,9:0,9,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000;d:0.188936;e:0.069314;d+e:0.158754,main,unchanged,1
0,10:0,10,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;d:0.333474;e:-0.108686;d+e:0.059038,main,unchanged,1
0,15:0,15,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.3734856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000;d:0.240856;e:-0.038195;d+e:0.022463,main,unchanged,1
2,6:2,6,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.5971201894862288,0.23249036143727272,0.41989296509811014,wait:0.000000;d:0.288173,main,unchanged,1
2,7:2,7,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000;d:0.047585,main,unchanged,1
2,8:2,8,d,False,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4724501130987251,0.30362754152570387,0.1469181085474448,0.3000510313615532,wait:0.000000;d:0.278440,main,unchanged,1
3,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.556743,main,unchanged,1
3,2:0,2,d,False,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.5045742154051501,0.5999500605140444,0.23668547048358582,0.18421417015307368,wait:0.000000;d:0.197595,main,unchanged,1
3,9:0,9,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000;e:0.049314,main,unchanged,1
3,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
3,15:0,15,e,True,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.5291570589551542,0.5161370731923534,0.2355571526576957,0.3557304097194826,wait:0.000000;e:0.088960,main,unchanged,1
4,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
4,2:0,2,no_addition,False,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,0.0,0.5045742154051501,0.5999500605140444,0.2438577574679369,0.17895090814870013,wait:0.470462,main,unchanged,1
4,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.281930,main,unchanged,1
4,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
4,15:0,15,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5291570589551542,0.5161370731923534,0.2237792950248109,0.3744530628626133,wait:0.481243,main,unchanged,1
5,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
5,2:0,2,no_addition,False,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,2.0,0.0,0.47654231454930845,0.5999500605140444,0.2438577574679369,0.17895090814870013,wait:0.460152,main,unchanged,1
5,6:2,6,no_addition,True,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.5204760366322236,0.7771201894862287,0.22584777968192207,0.41989296509811014,wait:0.000000,main,unchanged,1
5,7:2,7,no_addition,False,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.26375872781738013,0.6428865477838503,0.20761827524717263,0.3589701364907571,wait:0.000000,main,unchanged,1
5,8:2,8,no_addition,False,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.4724501130987251,0.2732647873731335,0.14104138420554702,0.3125531576682846,wait:0.000000,main,unchanged,1
5,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.291972,main,unchanged,1
5,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
5,15:0,15,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5291570589551542,0.5161370731923534,0.2237792950248109,0.3744530628626133,wait:0.498385,main,unchanged,1
6,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
6,2:0,2,no_addition,False,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,1.0,0.5045742154051501,0.5399550544626399,0.251030044452288,0.17895090814870013,wait:0.000000,main,unchanged,1
6,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5204760366322236,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
6,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26375872781738013,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
6,8:2,8,no_addition,False,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.14104138420554702,0.3125531576682846,wait:0.000000,main,unchanged,1
6,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000,main,unchanged,1
6,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
6,15:0,15,no_addition,True,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.4762413530596388,0.5534856368803927,0.2237792950248109,0.3744530628626133,wait:0.000000,main,unchanged,1
7,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
7,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5045742154051501,0.5399550544626399,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
7,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5204760366322236,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
7,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26375872781738013,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
7,8:2,8,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.1469181085474448,0.3125531576682846,wait:0.000000,main,unchanged,1
7,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000,main,unchanged,1
7,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
7,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4762413530596388,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
8,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
8,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5606380171168335,0.5399550544626399,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
8,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
8,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
8,8:2,8,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.1469181085474448,0.3125531576682846,wait:0.000000,main,unchanged,1
8,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000,main,unchanged,1
8,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
8,13:8,13,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49912233707597253,0.449072087443516,0.18006307405029945,0.32125689370285876,wait:0.000000;d:0.269309,main,unchanged,1
8,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4762413530596388,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
9,0:0,0,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
9,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
9,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
9,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
9,8:2,8,no_addition,False,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4724501130987251,0.30362754152570387,0.14104138420554702,0.3125531576682846,wait:0.000000,main,unchanged,1
9,9:0,9,no_addition,False,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.09277074551962619,0.2029184227419099,wait:0.000000,main,unchanged,1
9,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
9,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
10,0:0,0,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
10,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
10,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
10,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
10,8:2,8,no_addition,False,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4724501130987251,0.30362754152570387,0.14104138420554702,0.3125531576682846,wait:0.000000,main,unchanged,1
10,9:0,9,no_addition,False,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.09277074551962619,0.2029184227419099,wait:0.000000,main,unchanged,1
10,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
10,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
11,0:0,0,no_addition,True,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.5189164574888808,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
11,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
11,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
11,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
11,8:2,8,no_addition,False,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.14104138420554702,0.3125531576682846,wait:0.000000,main,unchanged,1
11,9:0,9,no_addition,False,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.29190915058321054,0.30237193002765095,0.09277074551962619,0.2029184227419099,wait:0.000000,main,unchanged,1
11,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
11,13:8,13,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912233707597253,0.4989689860483511,0.18006307405029945,0.32125689370285876,wait:0.000000,main,unchanged,1
11,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
12,0:0,0,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5189164574888808,0.7020555120072607,0.09467384850030977,0.17505935921307592,wait:0.000000,main,unchanged,1
12,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
12,4:12,4,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28503473814696284,0.5998700858312338,0.1697451651823577,0.23829844810372405,wait:0.000000;d:0.086879,main,unchanged,1
12,6:2,6,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.23249036143727272,0.41989296509811014,wait:0.000000,main,unchanged,1
12,7:2,7,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.21626903671580483,0.3589701364907571,wait:0.000000,main,unchanged,1
12,8:2,8,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.1469181085474448,0.3125531576682846,wait:0.000000,main,unchanged,1
12,9:0,9,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29190915058321054,0.30237193002765095,0.10307860613291799,0.2029184227419099,wait:0.000000,main,unchanged,1
12,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
12,13:8,13,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912233707597253,0.4989689860483511,0.18006307405029945,0.32125689370285876,wait:0.000000,main,unchanged,1
12,15:0,15,no_addition,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2355571526576957,0.3744530628626133,wait:0.000000,main,unchanged,1
13,0:0,0,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.5189164574888808,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
13,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
13,6:2,6,no_addition,True,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.22584777968192207,0.41989296509811014,wait:0.000000,main,unchanged,1
13,7:2,7,no_addition,False,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.20761827524717263,0.3589701364907571,wait:0.000000,main,unchanged,1
13,8:2,8,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4252051017888526,0.30362754152570387,0.1469181085474448,0.3125531576682846,wait:0.000000,main,unchanged,1
13,9:0,9,no_addition,False,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.29190915058321054,0.30237193002765095,0.09277074551962619,0.2029184227419099,wait:0.000000,main,unchanged,1
13,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
13,13:8,13,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912233707597253,0.4989689860483511,0.18006307405029945,0.32125689370285876,wait:0.000000,main,unchanged,1
13,15:0,15,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2237792950248109,0.3744530628626133,wait:0.000000,main,unchanged,1
14,0:0,0,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
14,2:0,2,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606380171168335,0.5999500605140444,0.251030044452288,0.18421417015307368,wait:0.000000,main,unchanged,1
14,3:14,3,d,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33951826515290806,0.4304142519082963,0.22323859637610782,0.16445365569599482,wait:0.000000;d:0.082438,main,unchanged,1
14,6:2,6,no_addition,True,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5783067073691375,0.7771201894862287,0.22584777968192207,0.41989296509811014,wait:0.000000,main,unchanged,1
14,7:2,7,no_addition,False,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.29306525313042237,0.6428865477838503,0.20761827524717263,0.3589701364907571,wait:0.000000,main,unchanged,1
14,8:2,8,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724501130987251,0.30362754152570387,0.1469181085474448,0.3125531576682846,wait:0.000000,main,unchanged,1
14,9:0,9,no_addition,False,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3243435006480117,0.30237193002765095,0.09277074551962619,0.2029184227419099,wait:0.000000,main,unchanged,1
14,10:0,10,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5662329118778273,0.31755139205995764,0.1763191594619,0.3945857158467473,wait:0.000000;e:-0.128686,main,unchanged,1
14,13:8,13,no_addition,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49912233707597253,0.4989689860483511,0.18006307405029945,0.32125689370285876,wait:0.000000,main,unchanged,1
14,15:0,15,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5291570589551542,0.5534856368803927,0.2237792950248109,0.3744530628626133,wait:0.000000,main,unchanged,1
15,0:0,0,no_addition,True,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.576573841654312,0.7020555120072607,0.08994015607529428,0.17505935921307592,wait:0.000000,main,unchanged,1
